,time,code,ampshift,fsl,onset,spkamp,exptname,animalID
237,47.56312749999999,T,5.0,4.353628023352794,3.5279399499582986,15.2740478515625,20200129_002,20200129
239,47.9569275,T,20.0,3.5779816513761467,2.727272727272727,16.3726806640625,20200129_002,20200129
241,48.35068749999999,T,0.0,4.829024186822352,3.928273561301084,15.411376953125,20200129_002,20200129
248,49.7289275,T,30.0,3.152627189324437,2.3769808173477895,16.5252685546875,20200129_002,20200129
250,50.1226875,T,10.0,4.078398665554628,3.177648040033361,16.17431640625,20200129_002,20200129
252,50.5164675,T,-20.0,7.881567973311093,6.0800667222685565,14.2974853515625,20200129_002,20200129
254,50.9102275,T,-40.0,,,0.0,20200129_002,20200129
256,51.3040275,T,-10.0,5.929941618015013,4.628857381150959,14.984130859375,20200129_002,20200129
258,51.697827499999995,T,-5.0,5.179316096747289,4.178482068390325,15.2435302734375,20200129_002,20200129
260,52.0915675,T,-30.0,,,0.0,20200129_002,20200129
262,52.485347499999996,T,40.0,2.9274395329441196,2.176814011676397,16.876220703125,20200129_002,20200129
264,52.879127499999996,T,5.0,4.32860717264387,3.452877397831526,15.93017578125,20200129_002,20200129
266,53.272927499999994,T,20.0,3.5779816513761467,2.677231025854879,16.7999267578125,20200129_002,20200129
268,53.666687499999995,T,0.0,5.004170141784821,3.928273561301084,15.7623291015625,20200129_002,20200129
275,55.04492749999999,T,30.0,3.177648040033361,2.4020016680567142,16.8304443359375,20200129_002,20200129
277,55.43868749999999,T,10.0,4.153461217681401,3.227689741451209,16.29638671875,20200129_002,20200129
279,55.83246749999999,T,-20.0,8.131776480400333,5.954962468723937,13.9007568359375,20200129_002,20200129
281,56.22624749999999,T,-40.0,,,0.0,20200129_002,20200129
283,56.62002749999999,T,-10.0,5.854879065888239,4.653878231859883,15.6707763671875,20200129_002,20200129
285,57.0138275,T,-5.0,5.30442035029191,4.153461217681401,16.78466796875,20200129_002,20200129
287,57.40756749999999,T,-30.0,,,0.0,20200129_002,20200129
289,57.80134749999999,T,40.0,2.9274395329441196,2.126772310258549,17.6544189453125,20200129_002,20200129
291,58.1951275,T,5.0,4.403669724770642,3.3778148457047537,17.333984375,20200129_002,20200129
293,58.5889275,T,20.0,3.5779816513761467,2.702251876563803,17.4407958984375,20200129_002,20200129
295,58.9826675,T,0.0,4.9040867389491245,3.7531276063386154,16.7388916015625,20200129_002,20200129
302,60.3608875,T,30.0,3.177648040033361,2.4520433694745623,16.815185546875,20200129_002,20200129
304,60.7546475,T,10.0,4.103419516263553,3.2026688907422853,17.02880859375,20200129_002,20200129
306,61.1484275,T,-20.0,7.80650542118432,5.654712260216847,16.021728515625,20200129_002,20200129
308,61.542227499999996,T,-40.0,,,0.0,20200129_002,20200129
310,61.935987499999996,T,-10.0,5.954962468723937,4.678899082568807,16.6015625,20200129_002,20200129
312,62.329767499999996,T,-5.0,5.354462051709758,1.0258548790658883,16.7083740234375,20200129_002,20200129
314,62.723547499999995,T,-30.0,,,0.0,20200129_002,20200129
316,63.117327499999995,T,40.0,2.902418682235196,1.0258548790658883,17.9595947265625,20200129_002,20200129
318,63.51112749999999,T,5.0,4.32860717264387,3.5279399499582986,16.845703125,20200129_002,20200129
320,63.904867499999995,T,20.0,3.5779816513761467,1.2010008340283571,17.4407958984375,20200129_002,20200129
322,64.2986475,T,0.0,4.929107589658049,3.978315262718932,16.9677734375,20200129_002,20200129
948,192.00452249999998,T,40.0,3.3277731442869056,2.3769808173477895,48.095703125,20200129_003,20200129
950,192.39830249999997,T,-30.0,,,0.0,20200129_003,20200129
952,192.79210249999997,T,0.0,6.805671392827356,1.0258548790658883,47.3175048828125,20200129_003,20200129
954,193.18590249999997,T,5.0,5.354462051709758,4.053377814845704,48.2025146484375,20200129_003,20200129
956,193.57966249999998,T,-20.0,,,0.0,20200129_003,20200129
958,193.97344249999998,T,10.0,5.529608006672227,3.277731442869057,49.102783203125,20200129_003,20200129
960,194.36724249999997,T,-40.0,,,0.0,20200129_003,20200129
962,194.7610225,T,-5.0,,,0.0,20200129_003,20200129
964,195.1548025,T,20.0,4.353628023352794,2.852376980817348,49.9725341796875,20200129_003,20200129
966,195.5486025,T,-10.0,5.504587155963303,4.653878231859883,48.3856201171875,20200129_003,20200129
968,195.9424025,T,30.0,3.7531276063386154,2.627189324437031,51.8798828125,20200129_003,20200129
975,197.32062249999998,T,40.0,3.1025854879065884,2.3769808173477895,51.7578125,20200129_003,20200129
977,197.71442249999998,T,-30.0,,,0.0,20200129_003,20200129
979,198.10820249999998,T,0.0,6.355296080066722,3.853211009174312,51.3916015625,20200129_003,20200129
981,198.50200249999997,T,5.0,8.53211009174312,3.5529608006672224,39.9017333984375,20200129_003,20200129
983,198.89580249999997,T,-20.0,,,0.0,20200129_003,20200129
985,199.28960249999997,T,10.0,5.079232693911592,3.302752293577982,50.506591796875,20200129_003,20200129
987,199.6833625,T,-40.0,,,0.0,20200129_003,20200129
989,200.07714249999998,T,-5.0,,,0.0,20200129_003,20200129
991,200.47094249999998,T,20.0,4.2035029190992494,2.852376980817348,51.94091796875,20200129_003,20200129
993,200.86472249999997,T,-10.0,,,0.0,20200129_003,20200129
995,201.2585025,T,30.0,3.7030859049207674,2.602168473728107,51.788330078125,20200129_003,20200129
1002,202.63676249999997,T,40.0,3.2527105921601334,2.427022518765638,50.23193359375,20200129_003,20200129
1004,203.0305425,T,-30.0,,,0.0,20200129_003,20200129
1006,203.4243225,T,-0.0,,,0.0,20200129_003,20200129
1008,203.8181225,T,5.0,6.6805671392827355,3.8031693077564634,45.7763671875,20200129_003,20200129
1010,204.21190249999998,T,-20.0,,,0.0,20200129_003,20200129
1012,204.60570249999998,T,10.0,4.578815679733111,3.177648040033361,49.6673583984375,20200129_003,20200129
1014,204.99950249999998,T,-40.0,,,0.0,20200129_003,20200129
1016,205.39330249999998,T,-5.0,5.754795663052543,4.5037531276063385,48.919677734375,20200129_003,20200129
1018,205.7870625,T,20.0,4.253544620517098,1.0258548790658883,51.81884765625,20200129_003,20200129
1020,206.18084249999998,T,-10.0,9.20767306088407,4.403669724770642,47.2564697265625,20200129_003,20200129
1022,206.57464249999998,T,30.0,3.5279399499582986,1.0258548790658883,52.9022216796875,20200129_003,20200129
1029,207.9529025,T,40.0,3.277731442869057,2.4020016680567142,52.6885986328125,20200129_003,20200129
1031,208.3467025,T,-30.0,,,0.0,20200129_003,20200129
1033,208.7405025,T,0.0,9.032527105921602,3.853211009174312,42.4652099609375,20200129_003,20200129
1035,209.13426249999998,T,5.0,5.804837364470392,3.5529608006672224,51.57470703125,20200129_003,20200129
1037,209.52804249999997,T,-20.0,,,0.0,20200129_003,20200129
1039,209.92184249999997,T,10.0,5.629691409507923,3.302752293577982,49.7589111328125,20200129_003,20200129
1041,210.3156225,T,-40.0,,,0.0,20200129_003,20200129
1043,210.70940249999998,T,-5.0,7.981651376146789,4.253544620517098,47.1343994140625,20200129_003,20200129
1045,211.10320249999998,T,20.0,3.778148457047539,2.852376980817348,48.736572265625,20200129_003,20200129
1047,211.49700249999998,T,-10.0,,,0.0,20200129_003,20200129
1049,211.89080249999998,T,30.0,3.6530442035029194,2.652210175145955,50.7659912109375,20200129_003,20200129
1056,213.26902249999998,T,40.0,3.152627189324437,1.0258548790658883,51.788330078125,20200129_003,20200129
1058,213.66282249999998,T,-30.0,,,0.0,20200129_003,20200129
1060,214.05660249999997,T,-0.0,,,0.0,20200129_003,20200129
1062,214.45040249999997,T,5.0,4.603836530442035,3.5779816513761467,52.1697998046875,20200129_003,20200129
1064,214.8442025,T,-20.0,,,0.0,20200129_003,20200129
1066,215.2380025,T,10.0,5.379482902418682,3.5779816513761467,52.8106689453125,20200129_003,20200129
1068,215.63176249999998,T,-40.0,,,0.0,20200129_003,20200129
1070,216.02554249999997,T,-5.0,6.6805671392827355,4.253544620517098,53.741455078125,20200129_003,20200129
1072,216.41934249999997,T,20.0,3.978315262718932,2.727272727272727,54.99267578125,20200129_003,20200129
1074,216.8131225,T,-10.0,,,0.0,20200129_003,20200129
1076,217.20690249999998,T,30.0,3.7030859049207674,2.5771476230191825,55.9539794921875,20200129_003,20200129
1083,218.58516249999997,T,40.0,3.35279399499583,2.427022518765638,57.0526123046875,20200129_003,20200129
1085,218.9789425,T,-30.0,,,0.0,20200129_003,20200129
1087,219.3727425,T,0.0,7.456213511259382,3.953294412010008,49.9114990234375,20200129_003,20200129
1089,219.76652249999998,T,5.0,6.5804837364470385,3.2527105921601334,54.26025390625,20200129_003,20200129
1091,220.16032249999998,T,-20.0,,,0.0,20200129_003,20200129
1093,220.55410249999997,T,10.0,5.229357798165138,3.277731442869057,56.3812255859375,20200129_003,20200129
1095,220.94790249999997,T,-40.0,,,0.0,20200129_003,20200129
1097,221.34170249999997,T,-5.0,,,0.0,20200129_003,20200129
1099,221.73546249999998,T,20.0,4.153461217681401,2.8273561301084236,57.952880859375,20200129_003,20200129
1101,222.12924249999998,T,-10.0,7.231025854879065,4.678899082568807,56.15234375,20200129_003,20200129
1103,222.52304249999997,T,30.0,3.177648040033361,2.4520433694745623,57.6629638671875,20200129_003,20200129
1110,223.90130249999999,T,40.0,3.2527105921601334,2.427022518765638,57.7545166015625,20200129_003,20200129
1112,224.29510249999998,T,-30.0,6.655546288573811,6.130108423686405,56.33544921875,20200129_003,20200129
1114,224.68890249999998,T,-0.0,6.70558798999166,4.053377814845704,56.182861328125,20200129_003,20200129
1116,225.08266249999997,T,5.0,7.80650542118432,3.6530442035029194,48.3551025390625,20200129_003,20200129
1118,225.4764425,T,-20.0,,,0.0,20200129_003,20200129
1120,225.8702425,T,10.0,3.6530442035029194,3.127606338615513,57.586669921875,20200129_003,20200129
1122,226.26402249999998,T,-40.0,,,0.0,20200129_003,20200129
1124,226.65782249999998,T,-5.0,5.654712260216847,4.103419516263553,58.380126953125,20200129_003,20200129
1126,227.05160249999997,T,20.0,4.578815679733111,2.8023352793995,58.9447021484375,20200129_003,20200129
1128,227.44540249999997,T,-10.0,,,0.0,20200129_003,20200129
1130,227.83920249999997,T,30.0,3.1025854879065884,2.5771476230191825,58.65478515625,20200129_003,20200129
1137,229.21744249999998,T,40.0,2.852376980817348,1.0258548790658883,58.8836669921875,20200129_003,20200129
1139,229.61124249999997,T,-30.0,,,0.0,20200129_003,20200129
1141,230.00502249999997,T,-0.0,4.278565471226021,3.7531276063386154,58.8226318359375,20200129_003,20200129
1143,230.39882249999997,T,5.0,3.878231859883236,3.427856547122602,58.65478515625,20200129_003,20200129
1145,230.7926025,T,-20.0,6.105087572977481,5.479566305254378,58.6090087890625,20200129_003,20200129
1147,231.18640249999999,T,10.0,3.5779816513761467,3.0775646371976646,59.02099609375,20200129_003,20200129
1149,231.58020249999998,T,-40.0,,,0.0,20200129_003,20200129
1151,231.97400249999998,T,-5.0,5.679733110925771,4.2035029190992494,59.3109130859375,20200129_003,20200129
1153,232.36776249999997,T,20.0,3.5029190992493744,2.8273561301084236,59.7991943359375,20200129_003,20200129
1155,232.76156249999997,T,-10.0,6.305254378648874,4.528773978315263,59.600830078125,20200129_003,20200129
1157,233.1553425,T,30.0,3.3778148457047537,1.0258548790658883,60.4248046875,20200129_003,20200129
1164,234.53360249999997,T,40.0,3.0025020850708923,2.3519599666388658,60.0128173828125,20200129_003,20200129
1166,234.92740249999997,T,-30.0,,,0.0,20200129_003,20200129
1168,235.32120249999997,T,0.0,5.97998331943286,3.878231859883236,58.9141845703125,20200129_003,20200129
1170,235.71500249999997,T,5.0,6.355296080066722,3.5029190992493744,57.9833984375,20200129_003,20200129
1172,236.10880249999997,T,-20.0,,,0.0,20200129_003,20200129
1174,236.50256249999998,T,10.0,4.678899082568807,3.35279399499583,60.4705810546875,20200129_003,20200129
1176,236.89634249999997,T,-40.0,,,0.0,20200129_003,20200129
1178,237.29012249999997,T,-5.0,5.829858215179316,4.178482068390325,60.2874755859375,20200129_003,20200129
1180,237.68392249999997,T,20.0,3.828190158465388,2.8023352793995,60.6842041015625,20200129_003,20200129
1182,238.0777025,T,-10.0,,,0.0,20200129_003,20200129
1184,238.47150249999999,T,30.0,3.5279399499582986,2.677231025854879,61.6607666015625,20200129_003,20200129
1191,239.84976249999997,T,40.0,3.0525437864887404,1.0258548790658883,61.6455078125,20200129_003,20200129
1193,240.2435425,T,-30.0,,,0.0,20200129_003,20200129
1195,240.6373425,T,0.0,7.481234361968307,4.028356964136781,57.2357177734375,20200129_003,20200129
1197,241.03112249999998,T,5.0,6.305254378648874,3.678065054211843,59.50927734375,20200129_003,20200129
1199,241.42490249999997,T,-20.0,,,0.0,20200129_003,20200129
1201,241.81870249999997,T,10.0,4.5037531276063385,3.277731442869057,60.8062744140625,20200129_003,20200129
1203,242.21250249999997,T,-40.0,,,0.0,20200129_003,20200129
1205,242.60630249999997,T,-5.0,6.53044203502919,4.253544620517098,59.3109130859375,20200129_003,20200129
1207,243.00010249999997,T,20.0,4.278565471226021,2.8773978315262716,61.4471435546875,20200129_003,20200129
1209,243.39386249999998,T,-10.0,,,0.0,20200129_003,20200129
1211,243.78764249999998,T,30.0,3.5779816513761467,2.602168473728107,62.713623046875,20200129_003,20200129
1218,245.1659025,T,40.0,3.1025854879065884,2.4020016680567142,62.469482421875,20200129_003,20200129
1220,245.5597025,T,-30.0,,,0.0,20200129_003,20200129
1222,245.95350249999998,T,0.0,6.180150125104253,3.90325271059216,61.5234375,20200129_003,20200129
1224,246.34730249999998,T,5.0,6.055045871559633,1.0258548790658883,60.791015625,20200129_003,20200129
1226,246.74106249999997,T,-20.0,,,0.0,20200129_003,20200129
1228,247.1348425,T,10.0,4.8790658882402,3.2026688907422853,62.6983642578125,20200129_003,20200129
1230,247.5286425,T,-40.0,,,0.0,20200129_003,20200129
1232,247.92242249999998,T,-5.0,5.554628857381151,4.453711426188491,62.744140625,20200129_003,20200129
1234,248.31622249999998,T,20.0,4.403669724770642,2.8773978315262716,62.4237060546875,20200129_003,20200129
1236,248.71000249999997,T,-10.0,,,0.0,20200129_003,20200129
1238,249.10380249999997,T,30.0,3.8031693077564634,2.427022518765638,63.1561279296875,20200129_003,20200129
1245,250.48204249999998,T,40.0,3.152627189324437,2.3019182652210173,63.568115234375,20200129_003,20200129
1247,250.87584249999998,T,-30.0,,,0.0,20200129_003,20200129
1249,251.26962249999997,T,0.0,6.430358632193494,1.0258548790658883,61.09619140625,20200129_003,20200129
1251,251.66342249999997,T,5.0,9.532944120100083,3.728106755629691,58.53271484375,20200129_003,20200129
1253,252.0572025,T,-20.0,,,0.0,20200129_003,20200129
1255,252.4510025,T,10.0,5.329441201000834,3.227689741451209,61.553955078125,20200129_003,20200129
1257,252.8448025,T,-40.0,,,0.0,20200129_003,20200129
1259,253.23860249999998,T,-5.0,6.455379482902418,4.153461217681401,60.85205078125,20200129_003,20200129
1261,253.63236249999997,T,20.0,4.3035863219349455,2.8023352793995,62.68310546875,20200129_003,20200129
1263,254.0261425,T,-10.0,,,0.0,20200129_003,20200129
1265,254.4199425,T,30.0,3.853211009174312,2.602168473728107,63.812255859375,20200129_003,20200129
1272,255.79820249999997,T,40.0,3.152627189324437,2.3519599666388658,64.5904541015625,20200129_003,20200129
1274,256.1920025,T,-30.0,,,0.0,20200129_003,20200129
1276,256.5858025,T,-0.0,5.854879065888239,3.978315262718932,63.0340576171875,20200129_003,20200129
1278,256.9796025,T,5.0,6.805671392827356,3.5529608006672224,59.3719482421875,20200129_003,20200129
1280,257.3733625,T,-20.0,,,0.0,20200129_003,20200129
1282,257.7671425,T,10.0,5.379482902418682,3.227689741451209,62.896728515625,20200129_003,20200129
1284,258.16092249999997,T,-40.0,,,0.0,20200129_003,20200129
1286,258.5547425,T,-5.0,5.479566305254378,4.3035863219349455,63.53759765625,20200129_003,20200129
1288,258.94850249999996,T,20.0,4.5037531276063385,2.8273561301084236,63.446044921875,20200129_003,20200129
1290,259.34230249999996,T,-10.0,8.857381150959132,4.603836530442035,61.187744140625,20200129_003,20200129
1292,259.73610249999996,T,30.0,3.678065054211843,1.0258548790658883,63.7664794921875,20200129_003,20200129
1299,261.11434249999996,T,40.0,3.177648040033361,2.3519599666388658,64.6209716796875,20200129_003,20200129
1301,261.50812249999996,T,-30.0,,,0.0,20200129_003,20200129
1303,261.90192249999996,T,-0.0,6.755629691409507,3.828190158465388,60.150146484375,20200129_003,20200129
1305,262.2957025,T,5.0,7.456213511259382,3.5529608006672224,57.373046875,20200129_003,20200129
1307,262.6895025,T,-20.0,,,0.0,20200129_003,20200129
1309,263.0833025,T,10.0,5.154295246038365,3.227689741451209,63.1866455078125,20200129_003,20200129
140,28.713119999999996,T,30.0,2.5020850708924103,1.0258548790658883,51.1627197265625,20200129_004,20200129
142,29.106859999999998,T,-20.0,5.654712260216847,3.6280233527939947,50.0640869140625,20200129_004,20200129
144,29.500639999999997,T,-10.0,4.228523769808174,1.0258548790658883,49.9725341796875,20200129_004,20200129
146,29.894439999999996,T,-40.0,,,0.0,20200129_004,20200129
148,30.28822,T,20.0,2.7522935779816513,1.8765638031693077,50.506591796875,20200129_004,20200129
150,30.682,T,40.0,2.3769808173477895,1.676396997497915,50.23193359375,20200129_004,20200129
152,31.075799999999997,T,10.0,3.1025854879065884,1.0258548790658883,50.5218505859375,20200129_004,20200129
154,31.469599999999996,T,5.0,3.277731442869057,1.0258548790658883,50.3082275390625,20200129_004,20200129
156,31.863359999999997,T,-5.0,3.853211009174312,2.727272727272727,48.76708984375,20200129_004,20200129
158,32.25714,T,-30.0,,,0.0,20200129_004,20200129
160,32.65094,T,0.0,3.5279399499582986,2.477064220183486,48.6297607421875,20200129_004,20200129
167,34.029199999999996,T,30.0,2.5521267723102583,1.0258548790658883,48.828125,20200129_004,20200129
169,34.422979999999995,T,-20.0,5.754795663052543,3.6530442035029194,46.44775390625,20200129_004,20200129
171,34.816759999999995,T,-10.0,4.378648874061717,2.9274395329441196,47.1649169921875,20200129_004,20200129
173,35.210539999999995,T,-40.0,,,0.0,20200129_004,20200129
175,35.60433999999999,T,20.0,2.727272727272727,1.926605504587156,47.149658203125,20200129_004,20200129
177,35.99812,T,40.0,2.4020016680567142,1.0258548790658883,47.149658203125,20200129_004,20200129
179,36.3919,T,10.0,3.0775646371976646,1.0258548790658883,46.539306640625,20200129_004,20200129
181,36.7857,T,5.0,3.3277731442869056,1.0258548790658883,45.806884765625,20200129_004,20200129
183,37.1795,T,-5.0,4.028356964136781,1.0258548790658883,44.952392578125,20200129_004,20200129
185,37.57326,T,-30.0,,,0.0,20200129_004,20200129
187,37.96706,T,0.0,3.5779816513761467,2.477064220183486,44.25048828125,20200129_004,20200129
194,39.345319999999994,T,30.0,2.5521267723102583,1.0258548790658883,44.6319580078125,20200129_004,20200129
196,39.73912,T,-20.0,5.72977481234362,1.0258548790658883,42.90771484375,20200129_004,20200129
198,40.1329,T,-10.0,4.353628023352794,1.0258548790658883,43.0145263671875,20200129_004,20200129
200,40.52668,T,-40.0,,,0.0,20200129_004,20200129
202,40.92046,T,20.0,2.7522935779816513,1.8765638031693077,42.633056640625,20200129_004,20200129
204,41.31424,T,40.0,2.4020016680567142,1.0258548790658883,42.205810546875,20200129_004,20200129
206,41.70802,T,10.0,3.1025854879065884,1.0258548790658883,40.679931640625,20200129_004,20200129
208,42.10182,T,5.0,3.402835696413678,2.3269391159299415,38.63525390625,20200129_004,20200129
210,42.495619999999995,T,-5.0,4.0033361134278564,1.0258548790658883,37.78076171875,20200129_004,20200129
212,42.889399999999995,T,-30.0,,,0.0,20200129_004,20200129
214,43.283199999999994,T,0.0,3.6530442035029194,1.0258548790658883,37.9791259765625,20200129_004,20200129
221,44.66141999999999,T,30.0,2.5521267723102583,1.0258548790658883,37.8265380859375,20200129_004,20200129
223,45.05522,T,-20.0,5.804837364470392,1.0258548790658883,36.31591796875,20200129_004,20200129
225,45.449,T,-10.0,4.478732276897415,1.0258548790658883,38.26904296875,20200129_004,20200129
227,45.8428,T,-40.0,,,0.0,20200129_004,20200129
229,46.236599999999996,T,20.0,2.7773144286905755,1.0258548790658883,34.11865234375,20200129_004,20200129
231,46.630399999999995,T,40.0,2.427022518765638,1.0258548790658883,35.1409912109375,20200129_004,20200129
233,47.024159999999995,T,10.0,3.127606338615513,1.0258548790658883,36.92626953125,20200129_004,20200129
235,47.417959999999994,T,5.0,3.427856547122602,1.0258548790658883,34.9578857421875,20200129_004,20200129
237,47.81173999999999,T,-5.0,4.103419516263553,2.7773144286905755,32.7606201171875,20200129_004,20200129
239,48.20554,T,-30.0,,,0.0,20200129_004,20200129
241,48.59932,T,-0.0,3.7531276063386154,2.652210175145955,26.7333984375,20200129_004,20200129
248,49.977599999999995,T,30.0,2.5771476230191825,1.0258548790658883,26.9622802734375,20200129_004,20200129
250,50.371359999999996,T,-20.0,6.105087572977481,3.828190158465388,26.4434814453125,20200129_004,20200129
482,100.97310999999999,T,30.0,2.5521267723102583,1.0258548790658883,27.2064208984375,20200129_004,20200129
484,101.36690999999999,T,-20.0,5.054211843202668,1.0258548790658883,26.0772705078125,20200129_004,20200129
486,101.76066999999999,T,-10.0,4.153461217681401,1.0258548790658883,26.641845703125,20200129_004,20200129
488,102.15445,T,-40.0,,,0.0,20200129_004,20200129
490,102.54825,T,20.0,2.7773144286905755,1.0758965804837364,26.9927978515625,20200129_004,20200129
492,102.94205,T,40.0,2.427022518765638,1.0508757297748124,27.374267578125,20200129_004,20200129
494,103.33582999999999,T,10.0,3.0775646371976646,1.0258548790658883,27.1148681640625,20200129_004,20200129
496,103.72962999999999,T,5.0,3.302752293577982,1.0508757297748124,27.2979736328125,20200129_004,20200129
498,104.12340999999999,T,-5.0,3.828190158465388,1.0258548790658883,26.6571044921875,20200129_004,20200129
500,104.51720999999999,T,-30.0,,,0.0,20200129_004,20200129
502,104.91100999999999,T,0.0,3.5779816513761467,1.0508757297748124,27.3895263671875,20200129_004,20200129
509,106.28925,T,30.0,2.5521267723102583,1.0258548790658883,27.4505615234375,20200129_004,20200129
511,106.68305,T,-20.0,5.30442035029191,1.0258548790658883,26.67236328125,20200129_004,20200129
513,107.07682999999999,T,-10.0,4.178482068390325,1.0258548790658883,26.7791748046875,20200129_004,20200129
515,107.47062999999999,T,-40.0,,,0.0,20200129_004,20200129
517,107.86440999999999,T,20.0,2.7773144286905755,1.0258548790658883,27.130126953125,20200129_004,20200129
519,108.25820999999999,T,40.0,2.4020016680567142,1.0258548790658883,26.9317626953125,20200129_004,20200129
521,108.65200999999999,T,10.0,3.0775646371976646,1.0258548790658883,27.1453857421875,20200129_004,20200129
523,109.04580999999999,T,5.0,3.302752293577982,1.0258548790658883,27.3284912109375,20200129_004,20200129
525,109.43960999999999,T,-5.0,3.928273561301084,1.0258548790658883,27.069091796875,20200129_004,20200129
527,109.83336999999999,T,-30.0,,,0.0,20200129_004,20200129
529,110.22715,T,0.0,3.5279399499582986,1.0258548790658883,27.130126953125,20200129_004,20200129
536,111.60540999999999,T,30.0,2.5521267723102583,1.1009174311926604,27.2064208984375,20200129_004,20200129
538,111.99920999999999,T,-20.0,5.30442035029191,1.0258548790658883,26.0772705078125,20200129_004,20200129
540,112.39300999999999,T,-10.0,4.103419516263553,1.0258548790658883,26.4739990234375,20200129_004,20200129
542,112.78680999999999,T,-40.0,,,0.0,20200129_004,20200129
544,113.18060999999999,T,20.0,2.7522935779816513,1.0258548790658883,26.824951171875,20200129_004,20200129
546,113.57436999999999,T,40.0,2.427022518765638,1.0508757297748124,27.069091796875,20200129_004,20200129
548,113.96815,T,10.0,3.0775646371976646,1.0258548790658883,26.7181396484375,20200129_004,20200129
550,114.36195,T,5.0,3.3277731442869056,1.0258548790658883,26.7486572265625,20200129_004,20200129
552,114.75572999999999,T,-5.0,3.90325271059216,1.0508757297748124,26.5960693359375,20200129_004,20200129
554,115.14952999999998,T,-30.0,,,0.0,20200129_004,20200129
556,115.54330999999999,T,-0.0,3.5279399499582986,1.0258548790658883,26.7333984375,20200129_004,20200129
563,116.92160999999999,T,30.0,2.5521267723102583,1.0258548790658883,26.702880859375,20200129_004,20200129
565,117.31540999999999,T,-20.0,5.179316096747289,1.0258548790658883,25.4058837890625,20200129_004,20200129
567,117.70916999999999,T,-10.0,4.228523769808174,1.0258548790658883,26.2451171875,20200129_004,20200129
569,118.10294999999999,T,-40.0,,,0.0,20200129_004,20200129
571,118.49674999999999,T,20.0,2.7522935779816513,1.0258548790658883,26.763916015625,20200129_004,20200129
573,118.89052999999998,T,40.0,2.4020016680567142,1.1009174311926604,26.91650390625,20200129_004,20200129
575,119.28432999999998,T,10.0,3.0775646371976646,1.0258548790658883,26.6876220703125,20200129_004,20200129
577,119.67810999999999,T,5.0,3.3277731442869056,1.0258548790658883,26.79443359375,20200129_004,20200129
579,120.07190999999999,T,-5.0,3.90325271059216,1.0258548790658883,26.3519287109375,20200129_004,20200129
581,120.46570999999999,T,-30.0,,,0.0,20200129_004,20200129
583,120.85950999999999,T,0.0,3.5529608006672224,1.0258548790658883,26.8096923828125,20200129_004,20200129
590,122.23774999999999,T,30.0,2.5521267723102583,1.0258548790658883,26.7181396484375,20200129_004,20200129
592,122.63154999999999,T,-20.0,5.30442035029191,1.0258548790658883,25.5279541015625,20200129_004,20200129
594,123.02532999999998,T,-10.0,4.278565471226021,1.0258548790658883,26.0467529296875,20200129_004,20200129
596,123.41913,T,-40.0,,,0.0,20200129_004,20200129
598,123.81290999999999,T,20.0,2.7522935779816513,1.0258548790658883,26.519775390625,20200129_004,20200129
600,124.20670999999999,T,40.0,2.4020016680567142,1.1009174311926604,26.7486572265625,20200129_004,20200129
602,124.60050999999999,T,10.0,3.0775646371976646,1.0758965804837364,26.7181396484375,20200129_004,20200129
604,124.99430999999998,T,5.0,3.3277731442869056,1.0258548790658883,26.641845703125,20200129_004,20200129
606,125.38810999999998,T,-5.0,3.853211009174312,1.0258548790658883,26.2451171875,20200129_004,20200129
608,125.78186999999998,T,-30.0,,,0.0,20200129_004,20200129
610,126.17566999999998,T,0.0,3.5529608006672224,1.0258548790658883,26.397705078125,20200129_004,20200129
617,127.55393,T,30.0,2.527105921601334,1.0258548790658883,26.4892578125,20200129_004,20200129
619,127.94770999999999,T,-20.0,5.504587155963303,1.0258548790658883,25.3143310546875,20200129_004,20200129
621,128.34151,T,-10.0,4.128440366972478,1.0258548790658883,25.9857177734375,20200129_004,20200129
623,128.73531,T,-40.0,,,0.0,20200129_004,20200129
625,129.12911,T,20.0,2.7522935779816513,1.1009174311926604,26.5655517578125,20200129_004,20200129
627,129.52291,T,40.0,2.4020016680567142,1.0508757297748124,26.7486572265625,20200129_004,20200129
629,129.91666999999998,T,10.0,3.0775646371976646,1.0258548790658883,26.5350341796875,20200129_004,20200129
631,130.31044999999997,T,5.0,3.277731442869057,1.0258548790658883,26.2451171875,20200129_004,20200129
633,130.70425,T,-5.0,3.853211009174312,1.0258548790658883,26.1993408203125,20200129_004,20200129
635,131.09803,T,-30.0,,,0.0,20200129_004,20200129
637,131.49181,T,0.0,3.5279399499582986,1.0258548790658883,26.519775390625,20200129_004,20200129
644,132.87010999999998,T,30.0,2.5521267723102583,1.0258548790658883,26.9775390625,20200129_004,20200129
646,133.26390999999998,T,-20.0,5.254378648874062,1.0258548790658883,25.9552001953125,20200129_004,20200129
648,133.65767,T,-10.0,4.278565471226021,1.0258548790658883,26.5045166015625,20200129_004,20200129
650,134.05147,T,-40.0,,,0.0,20200129_004,20200129
652,134.44525,T,20.0,2.7773144286905755,1.0508757297748124,26.9317626953125,20200129_004,20200129
654,134.83905,T,40.0,2.427022518765638,1.0758965804837364,27.16064453125,20200129_004,20200129
656,135.23284999999998,T,10.0,3.1025854879065884,1.0258548790658883,27.008056640625,20200129_004,20200129
658,135.62662999999998,T,5.0,3.3277731442869056,1.0258548790658883,26.763916015625,20200129_004,20200129
